Date Of Death Year,Date Of Death Month,HHSRegion,AgeGroup,AllCause,NaturalCause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",AnalysisDate,Note,flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
2019,1,6,0-4 years,321,265,,,,0,,0,,0,35,,,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,1,6,15-24 years,336,85,,20,11,0,,0,,,,13,,0,0,08/25/2021,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,1,6,25-34 years,600,250,,34,17,0,,,,,12,53,,0,0,08/25/2021,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2019,1,6,35-44 years,952,599,,127,35,0,14,,,,,132,23,0,0,08/25/2021,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2019,1,6,45-54 years,"1,966","1,636",27,416,92,,33,52,15,38,22,416,73,0,0,08/25/2021,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2019,1,6,5-14 years,87,45,,10,,0,,,0,0,0,,,0,0,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,1,6,55-64 years,"4,559","4,187",85,"1,251",203,21,102,250,62,96,42,"1,050",173,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,1,6,65-74 years,"6,471","6,228",101,"1,758",302,115,143,517,117,157,37,"1,594",278,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,1,6,75-84 years,"7,582","7,357",131,"1,573",295,425,164,631,179,155,39,"1,858",456,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,1,6,85 years and over,"8,251","8,017",110,862,185,870,226,493,127,169,66,"2,346",611,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,1,7,0-4 years,85,72,,,0,0,,0,,,,,0,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,1,7,15-24 years,112,33,0,,,0,0,0,0,0,0,,,0,0,08/25/2021,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,1,7,25-34 years,205,61,0,16,,0,,0,,0,,10,,0,0,08/25/2021,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,1,7,35-44 years,301,184,,37,,0,,,0,,,45,,0,0,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,1,7,45-54 years,657,544,11,140,22,,13,25,13,15,,130,29,0,0,08/25/2021,,,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,
2019,1,7,5-14 years,27,15,,,,0,0,0,0,0,0,0,0,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,
2019,1,7,55-64 years,"1,648","1,501",26,473,70,,24,110,28,23,11,345,54,0,0,08/25/2021,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2019,1,7,65-74 years,"2,408","2,290",40,695,99,31,42,220,49,44,12,563,92,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,1,7,75-84 years,"2,996","2,906",47,658,96,117,65,280,68,64,17,681,156,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,1,7,85 years and over,"4,108","3,974",55,441,81,315,146,244,65,86,69,"1,156",249,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,1,8,0-4 years,82,74,,,0,0,,0,0,0,,,,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,1,8,15-24 years,105,24,0,,,0,,,,0,0,,0,0,0,08/25/2021,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,
2019,1,8,25-34 years,192,68,,11,,0,,0,,,,,,0,0,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,1,8,35-44 years,282,160,,28,,0,,,,,,32,,0,0,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,1,8,45-54 years,441,329,,80,17,,11,15,,,,60,15,0,0,08/25/2021,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2019,1,8,5-14 years,18,,0,,0,0,,0,0,0,,,0,0,0,08/25/2021,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,1,8,55-64 years,"1,030",913,14,274,39,,20,59,18,10,,212,34,0,0,08/25/2021,,,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,
2019,1,8,65-74 years,"1,463","1,385",30,446,67,23,24,105,28,29,14,285,50,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,1,8,75-84 years,"1,960","1,889",22,443,73,106,31,175,29,28,11,440,93,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,1,8,85 years and over,"2,528","2,423",24,270,42,273,55,150,44,32,22,685,189,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,1,9,0-4 years,267,241,,,0,0,,0,,0,33,,0,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,
2019,1,9,15-24 years,336,87,,22,,0,,,,,,,,0,0,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,1,9,25-34 years,676,250,,45,14,0,15,,,,,40,,0,0,08/25/2021,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,1,9,35-44 years,945,618,,162,38,0,24,13,,,17,101,22,0,0,08/25/2021,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2019,1,9,45-54 years,"1,928","1,500",14,391,112,,53,30,16,25,14,357,63,0,0,08/25/2021,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2019,1,9,5-14 years,50,33,0,12,,0,,,0,0,0,,0,0,0,08/25/2021,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,
2019,1,9,55-64 years,"4,389","3,920",36,"1,271",226,15,129,168,38,51,16,959,149,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,1,9,65-74 years,"6,274","5,973",52,"1,881",308,101,158,408,105,102,21,"1,408",290,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,1,9,75-84 years,"8,118","7,875",63,"1,872",313,473,249,592,151,129,32,"1,948",515,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,1,9,85 years and over,"11,157","10,897",53,"1,397",257,"1,324",354,666,115,159,62,"3,281",907,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,1,10,0-4 years,66,57,,,0,0,,0,,0,10,0,0,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
2019,1,10,15-24 years,81,21,,,,0,,0,0,0,,,0,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,1,10,25-34 years,175,59,,,,0,,0,,0,,,,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,1,10,35-44 years,253,128,,30,11,0,,,,,0,21,,0,0,08/25/2021,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2019,1,10,45-54 years,528,392,,111,24,,,15,,,,68,10,0,0,08/25/2021,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2019,1,10,5-14 years,18,,0,,0,0,0,0,0,0,0,,,0,0,08/25/2021,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,1,10,55-64 years,"1,275","1,125",13,360,64,,34,65,,10,12,213,37,0,0,08/25/2021,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,
2019,1,10,65-74 years,"2,052","1,929",28,638,91,23,35,165,31,19,12,380,87,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,1,10,75-84 years,"2,444","2,349",26,591,78,147,32,209,39,33,14,462,161,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,1,10,85 years and over,"3,196","3,063",19,381,84,399,49,158,49,34,46,813,246,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,1,0-4 years,59,56,0,0,0,0,,0,,0,,,0,0,0,08/25/2021,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,2,1,15-24 years,72,23,0,11,0,0,,0,0,,,,0,0,0,08/25/2021,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,2,1,25-34 years,189,52,0,,0,0,,,,,,,,0,0,08/25/2021,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,1,35-44 years,263,120,,34,,0,,,,,,27,,0,0,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,1,45-54 years,558,414,,140,20,,11,13,,,,109,,0,0,08/25/2021,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,1,5-14 years,16,,0,,0,0,,0,0,0,0,0,0,0,0,08/25/2021,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
2019,2,1,55-64 years,"1,279","1,141",19,394,51,,32,78,14,14,,238,40,0,0,08/25/2021,,,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,
2019,2,1,65-74 years,"1,888","1,809",24,607,54,31,54,131,47,36,10,353,68,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,1,75-84 years,"2,617","2,538",49,592,57,102,83,186,56,42,22,563,115,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,1,85 years and over,"4,246","4,091",59,437,79,275,154,205,70,95,66,"1,111",238,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,2,0-4 years,129,122,,,0,0,,0,,,17,,,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,2,15-24 years,124,34,0,,0,0,,,,0,,,,0,0,08/25/2021,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,2,25-34 years,315,130,,24,,0,,,,,10,21,,0,0,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2019,2,2,35-44 years,418,255,,71,10,0,13,,,,10,53,,0,0,08/25/2021,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2019,2,2,45-54 years,981,761,19,231,25,0,29,13,14,,19,205,36,0,0,08/25/2021,,,,,,,,,,,Suppressed (counts 1-9),,,,,
2019,2,2,5-14 years,32,21,0,,0,0,,,0,0,,,0,0,0,08/25/2021,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,2,2,55-64 years,"2,287","2,093",44,674,83,,65,105,33,33,21,521,68,0,0,08/25/2021,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2019,2,2,65-74 years,"3,406","3,278",63,"1,108",134,26,84,191,78,58,17,820,126,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,2,75-84 years,"4,443","4,335",81,"1,009",143,126,127,292,106,91,38,"1,207",197,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,2,85 years and over,"6,793","6,656",112,716,119,381,229,281,130,135,128,"2,445",333,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,3,0-4 years,193,175,,,0,0,,0,0,0,18,,0,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,
2019,2,3,15-24 years,183,36,,,0,0,,0,,0,0,,,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,3,25-34 years,466,142,,21,,0,10,0,,,,37,,0,0,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,3,35-44 years,612,321,,84,17,0,,,,,,67,11,0,0,08/25/2021,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2019,2,3,45-54 years,"1,210",960,15,286,50,,32,31,12,14,,236,40,0,0,08/25/2021,,,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,
2019,2,3,5-14 years,41,22,0,,,0,,,0,,0,,0,0,0,08/25/2021,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,
2019,2,3,55-64 years,"3,085","2,787",63,839,133,10,77,155,41,57,30,687,104,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,3,65-74 years,"4,542","4,352",97,"1,356",192,40,86,286,84,109,41,998,196,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,3,75-84 years,"5,778","5,591",123,"1,283",202,236,145,370,120,135,69,"1,332",356,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,3,85 years and over,"7,720","7,484",113,869,135,526,231,345,137,163,115,"2,185",527,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,4,0-4 years,444,397,,,0,0,,,,0,58,10,,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
2019,2,4,15-24 years,519,116,,20,,0,,0,,0,12,21,,0,0,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
2019,2,4,25-34 years,"1,022",375,10,61,23,0,19,,,10,,59,19,0,0,08/25/2021,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2019,2,4,35-44 years,"1,506",894,11,178,49,0,30,15,18,13,21,207,45,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,4,45-54 years,"3,287","2,645",44,697,147,,64,104,41,58,27,687,99,0,0,08/25/2021,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2019,2,4,5-14 years,77,49,,,0,0,,,,0,,,,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,4,55-64 years,"7,340","6,698",144,"2,061",306,29,156,457,115,129,59,"1,631",256,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,4,65-74 years,"11,173","10,729",202,"3,224",462,158,224,953,241,257,90,"2,427",523,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,4,75-84 years,"13,346","12,889",235,"2,906",431,702,284,"1,169",265,306,126,"3,032",790,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,4,85 years and over,"14,584","14,107",181,"1,661",273,"1,337",387,789,211,284,230,"3,991","1,188",0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,5,0-4 years,314,265,,,0,0,,,,,16,,,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,5,15-24 years,313,81,0,11,,0,,,,,,15,,0,0,08/25/2021,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,5,25-34 years,694,266,,41,12,0,,,,,14,51,10,0,0,08/25/2021,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2019,2,5,35-44 years,955,515,,129,24,0,15,10,,,,121,19,0,0,08/25/2021,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2019,2,5,45-54 years,"2,092","1,641",40,449,86,,37,72,20,31,12,436,51,0,0,08/25/2021,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2019,2,5,5-14 years,83,47,,,0,0,,,,0,,,0,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,2,5,55-64 years,"5,073","4,641",69,"1,500",194,13,104,308,63,85,35,"1,192",159,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,5,65-74 years,"7,359","7,067",119,"2,168",351,100,135,575,135,146,55,"1,595",327,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,5,75-84 years,"9,581","9,302",160,"2,137",313,473,183,761,169,221,93,"2,265",517,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,5,85 years and over,"12,895","12,444",167,"1,426",235,"1,139",298,612,171,256,174,"3,760",918,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,6,0-4 years,309,267,,,0,0,,,,0,30,,,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,6,15-24 years,344,88,0,15,,0,,,,0,,17,,0,0,08/25/2021,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,6,25-34 years,562,236,,47,,0,,,0,,,48,,0,0,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,6,35-44 years,861,545,14,121,26,,23,,10,11,15,134,21,0,0,08/25/2021,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,,
2019,2,6,45-54 years,"1,695","1,378",27,343,67,0,37,37,22,28,20,381,69,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,6,5-14 years,68,38,,,0,0,,0,,,,,0,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,2,6,55-64 years,"4,115","3,764",79,"1,113",188,16,76,241,39,70,25,982,144,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,6,65-74 years,"5,878","5,623",101,"1,660",295,99,105,437,88,129,30,"1,409",270,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,6,75-84 years,"6,659","6,457",114,"1,348",234,417,139,556,117,162,40,"1,611",408,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,6,85 years and over,"7,386","7,190",95,727,177,791,195,495,101,155,58,"2,190",510,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,7,0-4 years,109,97,,,0,0,,0,,,,,0,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,2,7,15-24 years,116,26,0,,0,0,0,0,,0,0,,,0,0,08/25/2021,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,7,25-34 years,176,49,,,,0,,0,,0,,12,,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,7,35-44 years,278,156,,37,,0,,,,,,33,,0,0,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,7,45-54 years,524,413,,99,18,,14,23,,,,107,14,0,0,08/25/2021,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2019,2,7,5-14 years,21,13,0,,0,0,,0,,0,0,,0,0,0,08/25/2021,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,
2019,2,7,55-64 years,"1,435","1,310",20,439,44,,33,89,19,21,,317,45,0,0,08/25/2021,,,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,
2019,2,7,65-74 years,"2,178","2,092",51,634,89,27,46,216,53,43,10,487,82,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,7,75-84 years,"2,904","2,790",36,615,93,136,49,249,65,70,22,672,155,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,7,85 years and over,"3,624","3,508",33,407,77,291,110,209,58,82,59,"1,022",243,0,0,08/25/2021,,,,,,,,,,,,,,,,
2019,2,8,0-4 years,78,70,0,,0,0,,0,0,0,,,,0,0,08/25/2021,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,8,15-24 years,88,21,,,0,0,,,0,0,,,,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,8,25-34 years,180,69,0,,,0,0,,0,0,,15,0,0,0,08/25/2021,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,
2019,2,8,35-44 years,210,116,0,23,,0,,0,,0,,17,,0,0,08/25/2021,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,8,45-54 years,383,290,,81,,,10,,,,,68,,0,0,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,8,5-14 years,23,14,0,0,0,0,,0,,0,,0,0,0,0,08/25/2021,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2019,2,8,55-64 years,927,825,,268,44,,27,52,14,,,154,23,0,0,08/25/2021,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2019,2,8,65-74 years,"1,324","1,263",21,365,63,19,28,131,19,29,,278,46,0,0,08/25/2021,,,,,,,,,,,,Suppressed (counts 1-9),,,,
